Frame,Shadow Mapping,Collision Detection TFB,Visuals,Particle Simulation
1733,71776,15072,118656,5713056
1734,71520,15232,120576,5977472
1735,70400,15264,112704,5610272
1736,72256,14848,111904,5704672
1737,72096,15200,113184,5612224
1738,71616,15712,114368,5611616
1739,72256,15232,112640,5613248
1740,71520,15136,113216,5611968
1741,71296,14784,113376,5617408
1742,70528,15328,111616,5608224
1743,71456,15104,113280,5614528
1744,70464,15008,125984,5708832
1745,71104,14976,121632,5694272
1746,70336,14848,127840,5702624
1747,70368,15328,112544,5613376
1748,70720,15200,110272,5601376
1749,71296,14912,120448,5697824
1750,72000,15040,120000,5703200
1751,71584,15584,110176,5613472
1752,70752,15232,110816,5608672
1753,72320,14816,127520,5701344
1754,70944,15584,124800,5704800
1755,72000,15360,127008,5703648
1756,70752,15136,113856,5707648
1757,71424,14976,129344,5709344
1758,70752,14944,121024,5708480
1759,71936,15424,117888,5704128
1760,70720,14848,127936,5705376
1761,71616,15232,112736,5605792
1762,71360,15040,114560,5611520
1763,71840,14880,127904,5701472
1764,71296,15584,113248,5610624
1765,71168,15232,112928,5602528
1766,71072,15168,112832,5614624
1767,71072,15584,115264,5619104
1768,71168,15264,112416,5605920
1769,71584,15072,114048,5610272
1770,71008,15520,128320,5696416
1771,70560,15424,111488,5717568
1772,71040,15296,112416,5606112
1773,72032,15232,111904,5712768
1774,72064,15520,112448,5596192
1775,71936,15200,112864,5608064
1776,71936,15008,128032,5698272
1777,71456,15072,113984,5619424
1778,72128,15104,110816,5612128
1779,71680,14944,119680,5699776
1780,71360,15200,112160,5700448
1781,71136,15136,111616,5605504
1782,70848,15200,113888,5607296
1783,71008,15168,122912,5702368
1784,70496,15040,114016,5609760
1785,71072,15040,112096,5611968
1786,71552,15072,113248,5606080
1787,71328,15232,113472,5619328
1788,71168,15136,112800,5610528
1789,71968,15360,113280,5604576
1790,71488,15168,114784,5598112
1791,70912,14944,110528,5693408
1792,71104,15136,110432,5702560
1793,72416,15072,112352,5610560
1794,72032,14976,127872,5699168
1795,71488,15008,111200,5708032
1796,70752,15104,116736,5608288
1797,71136,14880,110848,5597152
1798,71200,15936,114880,5607520
1799,71328,14816,112320,5613376
1800,73056,15008,120640,5703008
1801,72384,15488,112576,5607648
1802,71008,15104,120320,5597792
1803,71424,14976,112640,5609824
1804,70976,14816,111616,5615072
1805,71424,15104,128480,5707520
1806,71200,15360,121568,5707104
1807,71296,15200,126656,5709728
1808,71552,15424,110880,5605824
1809,72416,15008,110176,5603552
1810,71168,15040,114848,5699968
1811,71136,14912,111584,5620768
1812,70880,15008,111808,5711392
1813,70336,14848,111296,5615424
1814,71136,15744,118208,5701664
1815,71616,14848,126592,5701120
1816,71424,15296,111680,5611104
1817,71488,15104,111264,5619232
1818,70976,15136,110912,5697120
1819,71552,15264,112416,5605696
1820,71424,15200,110912,6254144
1821,71200,15776,113184,6224480
1822,71168,15680,111264,6228448
1823,71776,15072,124160,6312928
1824,71392,14848,110496,6340096
1825,71392,15072,112896,6247712
1826,71168,15104,111904,6248448
1827,71392,15200,111232,6257984
1828,71872,15072,111936,6242560
1829,71264,14976,112800,6259424
1830,70656,15264,118816,6330816
1831,72192,15232,117536,6599648
1832,71168,14880,110272,6247616
1833,71168,15584,110368,6242304
1834,71200,15296,110208,6241696
1835,71776,15104,112832,6218048
1836,71328,15232,115648,6247904
1837,71040,15840,112288,6245728
1838,70720,15072,120768,6326976
1839,71648,15872,112000,6242016
1840,71360,14880,110528,6314464
1841,70976,15168,122976,6308320
1842,70720,14816,117824,5886816
1843,70880,15456,123424,5871104
1844,71200,15360,110816,5780960
1845,71744,15040,115520,5770048
1846,71552,14784,110432,5826880
1847,71936,15104,110912,5823136
1848,71328,15200,112160,5716448
1849,71168,15008,117440,5685312
1850,71488,14976,119296,5682464
1851,70976,15424,124864,5762560
1852,71232,15168,116192,5733472
1853,71008,15360,110880,5628640
1854,70944,14848,117856,5723424
1855,71456,15296,109696,5614624
1856,71520,15392,113184,5679648
1857,70688,15136,111488,5577440
1858,71264,14976,119808,5673344
1859,71712,15104,113056,5538208
1860,71584,15136,111712,5539328
